"Sample_Number","Phycodnaviridae","Siphoviridae","Herpesviridae","Siphoviridae","Poxviridae","Papillomaviridae","Siphoviridae","Bornaviridae","Bicaudaviridae","Picornaviridae","Herpesviridae","Herpesviridae","Baculoviridae","Papillomaviridae","Myoviridae","Virgaviridae","Herpesviridae","Alloherpesviridae","Inoviridae","Marseilleviridae","Coronaviridae","Anelloviridae","Ascoviridae","Tymoviridae","k__Viruses","Myoviridae","Circoviridae","Rhabdoviridae","Picornaviridae","k__Viruses","Picornaviridae","Poxviridae","Tymoviridae","Arenaviridae","Totiviridae","Flaviviridae","Poxviridae","Anelloviridae","Gammaflexiviridae","k__Viruses","Hepeviridae","Virgaviridae","Caulimoviridae","Polydnaviridae","Herpesviridae","Papillomaviridae","Togaviridae","Betaflexiviridae","Podoviridae","Alphaflexiviridae","Phycodnaviridae","Lipothrixviridae","Papillomaviridae","Retroviridae","Siphoviridae","Poxviridae","Poxviridae","k__Viruses","Potyviridae","Podoviridae","Picornaviridae","Secoviridae","Siphoviridae","Coronaviridae","Baculoviridae","Papillomaviridae","Siphoviridae","Myoviridae","Papillomaviridae","Papillomaviridae","Coronaviridae","Luteoviridae","Phycodnaviridae","Hypoviridae","Anelloviridae","Dicistroviridae","k__Viruses","Phycodnaviridae","Picornaviridae","Virgaviridae","Siphoviridae","Baculoviridae","Arenaviridae","Marnaviridae","Myoviridae","Myoviridae","Partitiviridae","Reoviridae","Betaflexiviridae","Coronaviridae","Paramyxoviridae","Herpesviridae","Bromoviridae","Bunyaviridae","Closteroviridae","Myoviridae","Siphoviridae","Fuselloviridae","Bunyaviridae","Picornaviridae","Bunyaviridae","Mimiviridae","Poxviridae","Potyviridae","Herpesviridae","Picornaviridae","Podoviridae","Retroviridae","Secoviridae","Polydnaviridae","Herpesviridae","Luteoviridae","Flaviviridae","Poxviridae","Geminiviridae","Alloherpesviridae","Nyamiviridae","Potyviridae","Retroviridae","Microviridae","Siphoviridae","Iridoviridae","Picornaviridae","Iridoviridae","Alphaflexiviridae","Myoviridae","Caliciviridae","Poxviridae","k__Viruses","Paramyxoviridae","Chrysoviridae","Myoviridae","k__Viruses","Astroviridae","Secoviridae","Rudiviridae","Herpesviridae","Polyomaviridae","Alloherpesviridae","Picornaviridae","Secoviridae","Myoviridae","Poxviridae","Adenoviridae","Herpesviridae","Picornaviridae","Podoviridae","Herpesviridae","Adenoviridae","Lipothrixviridae","Iridoviridae","Closteroviridae","Siphoviridae","Siphoviridae","Orthomyxoviridae","Poxviridae","Papillomaviridae","Phycodnaviridae","Bunyaviridae","Picornaviridae","Siphoviridae","Dicistroviridae","Siphoviridae","Hytrosaviridae","Herpesviridae","Bromoviridae","Closteroviridae","Papillomaviridae","Papillomaviridae","Partitiviridae","Mimiviridae","Malacoherpesviridae","k__Viruses","Alphaflexiviridae","Siphoviridae","Retroviridae","Circoviridae","Betaflexiviridae","Secoviridae","Iflaviridae","Iridoviridae","Flaviviridae","Astroviridae","Virgaviridae","Roniviridae","k__Viruses","Bromoviridae","Herpesviridae","Nimaviridae","Hytrosaviridae","Virgaviridae","Siphoviridae","Myoviridae","Tymoviridae","Myoviridae","Myoviridae","Myoviridae","Papillomaviridae","Picornaviridae","Myoviridae","Siphoviridae","Endornaviridae","Reoviridae","Adenoviridae","Orthomyxoviridae","Alphaflexiviridae","Poxviridae","Podoviridae","Parvoviridae","Myoviridae","Baculoviridae","Siphoviridae","Picornaviridae","Ampullaviridae","Tectiviridae","Caulimoviridae","Anelloviridae","Papillomaviridae","Parvoviridae","Rhabdoviridae","Poxviridae","Anelloviridae","Turriviridae","Caulimoviridae","Siphoviridae","Myoviridae","Globuloviridae","Reoviridae","Reoviridae","Benyviridae","Parvoviridae","Asfarviridae","Luteoviridae","Paramyxoviridae","Filoviridae","Fuselloviridae","Picornaviridae","Bromoviridae","Podoviridae","Coronaviridae","Inoviridae","Secoviridae","Paramyxoviridae","k__Viruses","Siphoviridae","Alphaflexiviridae","Togaviridae","Betaflexiviridae","Siphoviridae","Sphaerolipoviridae","Myoviridae","Parvoviridae","Papillomaviridae","Siphoviridae","Siphoviridae","Caulimoviridae","Caulimoviridae","Sphaerolipoviridae","Siphoviridae","Myoviridae","Flaviviridae","Adenoviridae","Parvoviridae","Anelloviridae","Myoviridae","Siphoviridae","Retroviridae","Paramyxoviridae","Reoviridae","Lipothrixviridae","Reoviridae","Rhabdoviridae","Rhabdoviridae","Hepadnaviridae","Parvoviridae","Alphaflexiviridae","Picornaviridae","Mesoniviridae","Siphoviridae","Tombusviridae","Parvoviridae","k__Viruses","Secoviridae","Filoviridae","Geminiviridae","k__Viruses","Picornaviridae","Leviviridae","Picornaviridae","Retroviridae","Paramyxoviridae","Parvoviridae","Podoviridae","Reoviridae","Bromoviridae","Nanoviridae","Totiviridae","Nanoviridae","Papillomaviridae","Caulimoviridae","Tombusviridae","Totiviridae","Siphoviridae","Parvoviridae","Siphoviridae","Siphoviridae","Siphoviridae","Tombusviridae","Papillomaviridae","Orthomyxoviridae","Podoviridae","Podoviridae","Anelloviridae","Barnaviridae","Parvoviridae","Narnaviridae","Siphoviridae","Arteriviridae","Rhabdoviridae","Potyviridae","Geminiviridae","Picornaviridae","Siphoviridae","Myoviridae","k__Viruses","Megabirnaviridae","Corticoviridae","Bunyaviridae","Caulimoviridae","Retroviridae","Reoviridae","Myoviridae","k__Viruses","Narnaviridae","Reoviridae","Totiviridae","Siphoviridae","Potyviridae","Papillomaviridae","Reoviridae","Anelloviridae","Potyviridae","Iridoviridae","Rhabdoviridae","Rhabdoviridae","Closteroviridae","Papillomaviridae","Betaflexiviridae","k__Viruses","Hepadnaviridae","Siphoviridae","Podoviridae","Siphoviridae","Caliciviridae","Leviviridae","Microviridae","Siphoviridae","Picornaviridae","Plasmaviridae","Siphoviridae","Microviridae","Papillomaviridae","Siphoviridae"
"s16163",10,4,148,0,6,2,0,0,2,2,14,226,10,0,8,18,170,578,0,0,4,2,42,0,0,60,0,0,4,0,12,112,72,0,0,116,2,22,0,12,0,2,0,5266,134,0,34,0,0,20,256,0,0,0,0,36,12,4,2,4,0,0,0,6,514,0,0,0,0,0,0,0,150,14,4,0,4,210,0,30,0,154,2,0,0,0,254,0,44,0,2,2,44,0,10,2,0,0,2,32,654,0,0,28,12,22,0,4,10,704,10,0,4,54,0,642,4,0,0,0,0,0,0,10,0,0,2,72,0,0,66,0,26,22,0,0,44,54,18,6,12,0,40,8,214,6,374,172,56,0,12,0,0,0,2,46,0,534,2,26,2,6,0,20,118,0,92,4,1904,194,0,0,0,12,0,0,1580,0,18,10,78,46,44,0,2,8,14,6,24,336,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15585",0,0,6,0,0,0,0,0,0,2,0,2,0,2,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,134,0,0,4,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,16,0,18,2,0,0,4,0,0,0,0,0,0,0,22,0,0,4,0,0,0,0,0,34,4,0,6,0,0,6,0,0,0,16,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,8,0,0,0,0,0,0,4,2,8,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,4,0,0,0,2,0,2,10,0,0,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15486",0,0,46,0,0,0,0,0,0,0,0,36,0,0,2,6,32,112,0,0,2,0,8,0,0,18,0,0,2,0,0,20,12,0,0,30,0,6,0,2,0,0,0,1150,28,0,6,0,0,0,50,0,2,0,0,4,2,0,0,2,0,0,0,2,102,0,0,0,0,0,0,0,22,2,0,0,0,14,0,4,0,42,0,0,0,0,58,0,38,0,2,0,4,0,2,0,0,0,0,4,110,2,0,0,0,4,0,0,6,156,2,0,0,16,0,128,8,0,0,0,0,0,0,2,0,0,0,2,0,0,16,0,0,6,0,0,4,14,0,0,2,0,0,2,40,2,70,46,32,0,6,0,0,0,2,2,0,72,0,4,0,0,0,10,46,0,12,0,94,48,2,0,0,6,0,0,164,0,4,4,28,8,10,0,0,4,0,2,6,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15513",2,0,56,0,0,0,0,0,0,0,0,24,2,0,0,38,20,10,0,0,8,0,2,0,0,36,0,0,2,0,22,14,4,0,0,20,0,0,0,0,2,0,0,256,18,0,42,0,0,10,38,0,0,0,0,0,0,2,0,0,0,0,0,2,38,0,0,0,0,0,0,0,4,2,0,0,0,6,0,20,0,16,0,0,0,0,68,0,186,0,0,0,22,0,0,0,0,0,0,10,30,0,0,4,6,10,0,0,0,208,0,0,2,2,0,154,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,18,8,0,0,8,24,4,4,8,0,0,0,18,4,16,98,2,0,4,0,0,0,2,4,0,40,0,6,0,0,0,2,16,0,0,0,2,36,2,0,0,0,2,0,20,0,0,4,6,36,14,0,0,2,0,0,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15548",0,0,12,0,0,0,0,0,0,2,0,12,0,0,0,4,4,2,0,0,2,0,4,0,0,0,0,0,2,0,2,6,0,0,0,10,0,0,0,0,0,0,0,158,0,0,6,0,0,4,0,0,0,8,0,0,0,0,0,0,0,0,0,2,10,0,0,0,0,2,0,0,0,0,0,0,0,6,2,2,0,2,0,0,0,0,40,0,28,0,0,0,12,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,40,2,0,4,0,0,18,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,14,0,2,0,0,0,0,12,2,2,0,0,0,2,0,0,0,0,4,0,22,0,0,0,0,2,0,2,0,0,0,632,26,0,0,0,2,0,4,0,0,0,2,0,16,14,0,0,0,0,0,66,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15569",0,0,26,0,0,0,0,0,0,0,0,4,0,6,0,0,6,2,0,0,2,0,0,0,0,12,0,0,0,0,2,4,2,0,0,4,0,0,0,0,0,2,0,136,2,0,2,0,0,0,6,0,0,12,0,0,0,2,0,0,0,0,0,0,10,0,4,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,22,0,12,0,0,0,2,0,0,0,0,0,0,0,6,0,0,2,2,0,0,0,0,32,0,0,4,0,0,22,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,20,0,0,2,0,0,4,4,0,2,2,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,2,0,6,0,0,0,4,0,10,14,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15593",0,0,14,0,0,0,0,0,0,0,0,94,0,0,0,20,4,0,0,0,2,0,0,0,0,14,0,0,0,0,4,6,2,0,0,18,0,2,0,0,0,0,0,66,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,2,0,6,0,0,0,0,0,0,32,0,36,0,0,0,4,0,0,0,0,0,0,2,2,0,0,2,0,2,0,0,0,48,0,0,0,0,0,14,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,20,0,0,2,0,0,0,6,6,2,2,0,0,2,0,0,0,2,0,0,6,0,4,0,0,0,0,0,0,0,0,0,26,0,0,0,4,0,10,0,0,2,2,6,12,16,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16152",0,0,16,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,10,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,54,0,0,6,0,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,22,0,20,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,24,0,0,0,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,2,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,2,0,0,0,24,20,0,0,0,0,0,0,6,0,0,0,0,4,2,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16024",4,0,34,0,0,0,0,0,0,4,0,24,4,0,0,28,18,10,0,0,2,0,0,0,0,22,0,0,0,0,44,12,4,0,0,16,0,4,0,0,0,2,0,222,12,0,32,0,0,8,26,0,0,0,0,0,0,4,0,0,0,0,0,4,42,0,0,0,0,0,0,0,10,2,0,0,0,0,4,8,0,18,0,0,0,0,38,0,178,0,0,0,10,0,0,0,0,0,0,2,28,0,0,2,2,6,0,0,2,208,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,10,10,0,0,12,32,2,4,6,0,2,0,14,8,8,28,6,0,2,0,0,0,0,0,0,20,0,6,0,0,0,0,8,0,0,0,106,42,0,0,0,4,0,0,30,0,2,2,6,30,14,0,0,2,0,0,6,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16080",0,0,20,0,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,0,0,0,4,0,0,8,0,0,0,0,0,4,2,0,0,10,0,0,0,0,0,0,0,168,0,0,8,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,8,0,18,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,0,2,0,0,0,84,0,0,4,0,0,18,0,0,2,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,0,0,0,0,4,2,0,4,4,0,2,0,0,0,0,0,0,6,0,2,0,0,0,0,2,0,0,0,49418,24,0,0,0,0,0,12,4,0,0,4,0,14,10,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16082",0,0,12,0,0,0,0,0,0,0,0,10,0,0,0,6,0,0,0,0,0,0,8,0,0,4,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,2,0,150,0,0,2,0,0,0,0,0,0,26,0,2,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,2,0,2,0,0,2,0,0,0,4,0,0,0,0,18,0,10,0,0,0,2,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,70,0,0,6,0,0,14,0,0,0,22,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,4,0,2,4,2,0,0,0,0,0,0,0,0,24,0,0,0,4,2,0,2,0,0,0,308,18,0,0,0,0,0,0,0,0,2,0,0,16,4,0,0,0,0,12,24,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16101",0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,2,0,4,0,0,0,0,0,0,0,10,6,8,0,0,6,0,0,0,0,0,0,0,138,0,0,4,0,0,4,0,0,0,16,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,22,0,18,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,4,2,0,0,0,26,0,0,2,0,0,8,0,0,0,10,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,10,0,0,2,0,0,0,4,2,2,0,2,0,0,0,0,0,0,2,0,10,0,0,0,0,0,0,2,0,0,0,0,16,0,0,0,2,0,12,0,0,0,0,0,2,10,0,0,0,0,0,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s16039",14,0,372,0,16,0,0,0,2,6,0,904,6,2,8,196,386,726,0,0,22,0,28,0,0,142,4,0,14,0,162,186,40,0,0,166,6,6,0,2,10,0,0,5496,156,0,204,0,0,20,646,0,0,6,0,8,10,16,0,0,0,0,0,20,536,0,0,0,0,0,0,0,64,38,0,0,0,384,8,90,0,138,2,0,0,0,286,0,548,8,0,0,102,0,12,0,0,0,0,22,272,2,0,68,36,66,0,2,10,1166,6,0,0,12,0,1822,10,0,0,142,2,0,0,0,0,0,0,48,0,0,100,0,30,24,2,0,82,152,2,20,120,0,4,10,142,52,232,1282,188,0,24,0,0,0,8,30,0,1070,2,20,2,6,0,44,158,0,0,16,37420,232,8,0,0,8,0,10,364,0,22,46,44,242,88,0,0,2,8,110,20,20,24,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15789",0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,4,18,0,0,0,6,0,4,0,0,16,0,0,0,0,8,10,4,0,0,4,0,0,0,0,0,0,0,160,0,0,14,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,34,0,36,0,0,0,4,0,0,0,0,0,0,2,30,0,0,4,0,0,0,0,0,108,6,0,14,2,0,16,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,18,0,0,0,0,0,0,4,4,0,4,6,0,0,0,0,0,0,0,0,22,0,2,0,0,0,0,2,0,0,0,38614,18,0,0,0,2,0,2,2,0,0,0,0,8,10,0,0,0,0,0,46,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"s15840",0,0,16,0,0,0,0,0,0,0,0,12,0,0,0,6,2,8,0,0,2,0,4,0,0,14,0,0,2,0,4,8,2,0,0,6,0,0,0,0,0,0,0,216,4,0,10,0,0,4,0,0,0,4,0,2,0,0,0,0,0,0,0,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,48,0,52,0,0,0,10,0,0,0,0,0,0,0,20,0,0,6,2,2,0,0,0,48,2,0,4,0,0,22,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,16,2,0,0,0,0,0,4,0,6,4,6,0,0,0,0,0,0,2,0,40,0,0,0,0,2,0,0,0,0,0,98424,38,0,0,0,0,0,2,0,0,2,4,0,22,14,0,0,0,0,4,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
